"P35_001,N,19,11","P35_002,N,19,11","P35_003,C,254","P35_004,C,254","P35_005,C,254","P35_006,C,254","P35_007,C,254","P35_008,C,254","P35_009,C,254","P35_010,C,254","P35_011,N,19,11","P35_012,N,19,11","P35_013,N,19,11","P35_014,N,19,11","P35_015,N,19,11","P35_016,N,19,11","P35_017,N,19,11","P35_018,N,19,11","P35_019,N,19,11","P35_020,N,19,11","P35_021,N,19,11","P35_022,N,19,11","P35_023,N,19,11","P35_024,N,19,11","P35_025,N,19,11","P35_026,N,19,11","P35_027,N,19,11","P35_028,N,19,11"
36.3290175,137.3071895,岐阜県,飛騨市,21217,宙ドーム・神岡,https://www.michi-no-eki.jp/stations/view/548,http://www.cbr.mlit.go.jp/michinoeki/gifu/gifu47.html,http://www.skydome.jp/,,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1
35.889671,136.891924,岐阜県,郡上市,21219,白尾ふれあいパーク,https://www.michi-no-eki.jp/stations/view/549,http://www.cbr.mlit.go.jp/michinoeki/gifu/gifu48.html,http://okumino-shirotori.com/pg455.html,,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1
35.554599,136.913733,岐阜県,美濃市,21207,美濃にわか茶屋,https://www.michi-no-eki.jp/stations/view/550,http://www.cbr.mlit.go.jp/michinoeki/gifu/gifu49.html,http://www.mino-niwakachaya.com/,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
36.17388,136.901648,岐阜県,大野郡白川村,21604,飛騨白山,https://www.michi-no-eki.jp/stations/view/551,http://www.cbr.mlit.go.jp/michinoeki/gifu/gifu50.html,http://hidahakusan.jp/,,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
35.4743201,136.980146,岐阜県,加茂郡富加町,21502,半布里の郷 とみか,https://www.michi-no-eki.jp/stations/view/552,http://www.cbr.mlit.go.jp/michinoeki/gifu/gifu51.html,http://www.hanyuri.com/,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
35.430055,137.101163,岐阜県,可児市,21214,可児ッテ「ＣＡＮＩＴＴＥ」,https://www.michi-no-eki.jp/stations/view/553,http://www.cbr.mlit.go.jp/michinoeki/gifu/gifu52.html,http://canitte.jp/,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
35.419442,136.559814,岐阜県,揖斐郡池田町,21404,池田温泉,https://www.michi-no-eki.jp/stations/view/554,http://www.cbr.mlit.go.jp/michinoeki/gifu/gifu53.html,http://www.town.ikeda.gifu.jp/kankou/kankou2/kankou2-5.htm,,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1
35.5954472,137.2189831,岐阜県,加茂郡白川町,21506,清流白川 クオーレの里,https://www.michi-no-eki.jp/stations/view/555,http://www.cbr.mlit.go.jp/michinoeki/gifu/gifu54.html,http://e-900.com/michinoeki.html,,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1
35.881564,136.854767,岐阜県,郡上市,21219,清流の里しろとり,https://www.michi-no-eki.jp/stations/view/11980,http://www.cbr.mlit.go.jp/michinoeki/gifu/gifu55.html,http://www.okumino-shirotori.com/shirotori.html,http://okumino-shirotori.com/pg453.html,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1
35.431918,136.628084,岐阜県,揖斐郡大野町,21403,パレットピアおおの,https://www.michi-no-eki.jp/stations/view/14160,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
35.1334097,138.6470417,静岡県,富士市,22210,富士,https://www.michi-no-eki.jp/stations/view/556,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka01.html,http://www.ckk.or.jp/fuji/,,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2
34.9608241,137.7332279,静岡県,浜松市,22130,くんま水車の里,https://www.michi-no-eki.jp/stations/view/557,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka02.html,http://kunma.jp/suisha/,,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1
34.7577828,138.8253994,静岡県,賀茂郡松崎町,22305,花の三聖苑伊豆松崎,https://www.michi-no-eki.jp/stations/view/558,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka03.html,http://www.izu-matsuzaki.com/publics/index/55/,,2,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1
34.92545,138.300822,静岡県,静岡市駿河区,22102,宇津ノ谷峠,https://www.michi-no-eki.jp/stations/view/559,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka04_1.html,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka04_2.html,http://utsunoya.com/,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
34.9054921,137.8720545,静岡県,浜松市,22130,いっぷく処横川,https://www.michi-no-eki.jp/stations/view/560,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka05.html,http://tenryu-daisuki.com/sightseeing/?p=154,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
35.0704474,138.1078277,静岡県,榛原郡川根本町,22429,フォーレなかかわね茶茗舘,https://www.michi-no-eki.jp/stations/view/561,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka06.html,http://www.okuooi.gr.jp/wordpress/chameikan/,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1
34.8558282,138.921935,静岡県,伊豆市,22222,天城越え,https://www.michi-no-eki.jp/stations/view/562,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka07.html,http://www.city.izu.shizuoka.jp/form1.php?pid=1001,,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1
35.1084211208,138.136841686,静岡県,榛原郡川根本町,22429,奥大井音戯の郷,https://www.michi-no-eki.jp/stations/view/563,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka08.html,http://www.otoginosato.com/,,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1
35.4133187,138.5912918,静岡県,富士宮市,22207,朝霧高原,https://www.michi-no-eki.jp/stations/view/564,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka09.html,http://www.asagiri-kogen.com/,,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
34.9598856,138.0896911,静岡県,島田市,22209,川根温泉,https://www.michi-no-eki.jp/stations/view/565,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka10.html,http://kawaneonsen.jp/,,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1
35.1618278,138.6186186,静岡県,富士市,22210,富士川楽座,https://www.michi-no-eki.jp/stations/view/566,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka11.html,http://www.fujikawarakuza.co.jp/,,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1
34.9507285,138.2515579,静岡県,藤枝市,22214,玉露の里,https://www.michi-no-eki.jp/stations/view/567,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka12.html,http://www.shizutetsu-restaurant.com/?page_id=60,,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1
34.911788,137.8150063,静岡県,浜松市,22130,天竜相津 花桃の里,https://www.michi-no-eki.jp/stations/view/568,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka13.html,http://hanamomo-sato.com/,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
34.9846432,139.094386,静岡県,伊東市,22208,伊東マリンタウン,https://www.michi-no-eki.jp/stations/view/569,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka14.html,http://www.ito-marinetown.co.jp/,,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1
34.6748202,138.9508766,静岡県,下田市,22219,開国下田みなと,https://www.michi-no-eki.jp/stations/view/570,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka15.html,http://www.kaikokushimodaminato.co.jp/,,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1
34.7942015,138.076064,静岡県,掛川市,22213,掛川,https://www.michi-no-eki.jp/stations/view/571,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka16.html,http://www.city.kakegawa.shizuoka.jp/kankou/spot/annaiomiyage/michinoeki.html,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
35.3444505,138.9500838,静岡県,駿東郡小山町,22344,ふじおやま,https://www.michi-no-eki.jp/stations/view/572,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka17.html,http://www4.tokai.or.jp/fujioyama246/,,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1
34.6772824,137.4992268,静岡県,湖西市,22221,潮見坂,https://www.michi-no-eki.jp/stations/view/573,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka18.html,http://www.shiomizaka.com/,,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1
35.0117849,138.9410647,静岡県,伊豆の国市,22225,伊豆のへそ,https://www.michi-no-eki.jp/stations/view/574,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka19.html,http://www.city.izunokuni.shizuoka.jp/kankou/kanko/michinoekiizunoheso.html,,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1
34.6497101,138.8665798,静岡県,賀茂郡南伊豆町,22304,下賀茂温泉 湯の花,https://www.michi-no-eki.jp/stations/view/575,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka20.html,http://yunohana-shop.com/,http://www.minami-izu.jp/entry.html?id=4932,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
35.3627022,138.8587673,静岡県,駿東郡小山町,22344,すばしり,https://www.michi-no-eki.jp/stations/view/576,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka21.html,http://www.subashiri.jp/index.html,,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1
34.640677,138.110751,静岡県,御前崎市,22223,風のマルシェ 御前崎,https://www.michi-no-eki.jp/stations/view/577,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka22.html,http://www.omaezaki-marche.com/,,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1
34.9713,138.7868,静岡県,沼津市,22203,くるら戸田,https://www.michi-no-eki.jp/stations/view/578,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka23.html,http://www.kururaheda.com/,,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1
35.075604,138.926014,静岡県,田方郡函南町,22325,伊豆ゲートウェイ函南,https://www.michi-no-eki.jp/stations/view/14146,http://www.cbr.mlit.go.jp/michinoeki/shizuoka/shizuoka24.html,http://www.town.kannami.shizuoka.jp/gyosei/machizukuri-toshi/michinoeki/index.html,https://www.izugateway.com/,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1
35.1791637,137.6826773,愛知県,北設楽郡豊根村,23563,豊根グリーンポート宮嶋,https://www.michi-no-eki.jp/stations/view/579,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi01.html,http://www.chausuyama.jp/miyajima,,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
34.9025911,137.6133931,愛知県,新城市,23221,鳳来三河三石,https://www.michi-no-eki.jp/stations/view/580,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi02.html,https://www.okuminavi.jp/search/detail.php?id=169,,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1
34.6613618,137.272428,愛知県,田原市,23231,田原めっくんはうす,https://www.michi-no-eki.jp/stations/view/581,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi03.html,http://taharamichinoeki.com/,,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
34.5836256978,137.020198234,愛知県,田原市,23231,伊良湖クリスタルポルト,https://www.michi-no-eki.jp/stations/view/582,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi04.html,http://irago.net/port/,,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1
35.1975534,137.6091672,愛知県,北設楽郡設楽町,23561,つぐ高原グリーンパーク,https://www.michi-no-eki.jp/stations/view/583,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi05.html,http://www.green-park.net/,,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1
35.2139047729,137.503069358,愛知県,豊田市,23211,どんぐりの里 いなぶ,https://www.michi-no-eki.jp/stations/view/584,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi06.html,http://www.dongurinosato.com/,,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1
35.1729675,137.5347209,愛知県,北設楽郡設楽町,23561,アグリステーションなぐら,https://www.michi-no-eki.jp/stations/view/585,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi07.html,http://aguri.hs.plala.or.jp/,,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1
34.9305143344,137.05818645,愛知県,安城市,23212,デンパーク安城,https://www.michi-no-eki.jp/stations/view/586,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi08.html,http://www.denpark.jp/,,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
34.9631966,137.420692,愛知県,新城市,23221,つくで手作り村,https://www.michi-no-eki.jp/stations/view/587,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi09.html,http://www.tsukude.com/,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
35.1442911,136.6949567,愛知県,愛西市,23232,立田ふれあいの里,https://www.michi-no-eki.jp/stations/view/588,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi10.html,http://www.tatsuta-fureai.com/,,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
34.6077776,137.1893809,愛知県,田原市,23231,あかばねロコステーション,https://www.michi-no-eki.jp/stations/view/589,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi11.html,http://taharamichinoeki.com/,,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1
34.8485237,137.138304,愛知県,額田郡幸田町,23501,筆柿の里・幸田,https://www.michi-no-eki.jp/stations/view/590,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi12.html,http://www.fudegaki-sato.com/,,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1
34.8767959,137.0831113,愛知県,西尾市,23213,にしお岡ノ山,https://www.michi-no-eki.jp/stations/view/591,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi13.html,http://okanoyama.com/,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
35.2423483,137.1150818,愛知県,瀬戸市,23204,瀬戸しなの,https://www.michi-no-eki.jp/stations/view/592,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi14.html,http://www.setoshinano.jp/,,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
34.9142483,137.2168536,愛知県,岡崎市,23202,藤川宿,https://www.michi-no-eki.jp/stations/view/593,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi15.html,http://fujikawa37.com/index.html,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
34.91757,137.5337,愛知県,新城市,23221,もっくる新城,https://www.michi-no-eki.jp/stations/view/594,http://www.cbr.mlit.go.jp/michinoeki/aichi/aichi16.html,http://mokkulu.jp/,,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1
34.4275673,136.3319507,三重県,松阪市,24204,飯高駅,https://www.michi-no-eki.jp/stations/view/595,http://www.cbr.mlit.go.jp/michinoeki/mie/mie01.html,http://www.iitakaeki.com/,,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1
35.013663,136.5030552,三重県,三重郡菰野町,24341,菰野,https://www.michi-no-eki.jp/stations/view/596,http://www.cbr.mlit.go.jp/michinoeki/mie/mie02.html,http://www.kanko-komono.com/michinoeki/,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.7698186,136.0284344,三重県,南牟婁郡紀宝町,24562,紀宝町ウミガメ公園,https://www.michi-no-eki.jp/stations/view/597,http://www.cbr.mlit.go.jp/michinoeki/mie/mie03.html,http://www.town.kiho.mie.jp/umigame/,,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1
33.8035647,136.0431051,三重県,南牟婁郡御浜町,24561,パーク七里御浜,https://www.michi-no-eki.jp/stations/view/598,http://www.cbr.mlit.go.jp/michinoeki/mie/mie04.html,http://michinoeki-mihama.com/,,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
34.102363,136.214084,三重県,北牟婁郡紀北町,24543,海山,https://www.michi-no-eki.jp/stations/view/599,http://www.cbr.mlit.go.jp/michinoeki/mie/mie05.html,http://michinoeki-miyama.com/,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
34.3675907,136.4188773,三重県,度会郡大紀町,24471,奥伊勢木つつ木館,https://www.michi-no-eki.jp/stations/view/600,http://www.cbr.mlit.go.jp/michinoeki/mie/mie06.html,http://kitsutsuki.tk/,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
33.959915,136.1042538,三重県,熊野市,24212,熊野きのくに,https://www.michi-no-eki.jp/stations/view/601,http://www.cbr.mlit.go.jp/michinoeki/mie/mie07.html,http://www.kinokuni-dc.com/,,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1
34.4603762,136.3982131,三重県,松阪市,24204,茶倉駅,https://www.michi-no-eki.jp/stations/view/602,http://www.cbr.mlit.go.jp/michinoeki/mie/mie08.html,http://chakra-village.jp/eki/topeki.html,,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1
34.3938706,136.4085972,三重県,多気郡大台町,24443,奥伊勢おおだい,https://www.michi-no-eki.jp/stations/view/603,http://www.cbr.mlit.go.jp/michinoeki/mie/mie09.html,http://www.okuise-odai.jp/,,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1
34.5116756,136.3068072,三重県,津市,24201,美杉,https://www.michi-no-eki.jp/stations/view/604,http://www.cbr.mlit.go.jp/michinoeki/mie/mie10.html,https://www.kankomie.or.jp/spot/detail_3967.html,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
34.849508,136.3926996,三重県,亀山市,24210,関宿,https://www.michi-no-eki.jp/stations/view/605,http://www.cbr.mlit.go.jp/michinoeki/mie/mie11.html,http://www.kameyama-kanko.com/home/genre/souvenir/a001/,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
34.3594609,136.7989126,三重県,志摩市,24215,伊勢志摩,https://www.michi-no-eki.jp/stations/view/606,http://www.cbr.mlit.go.jp/michinoeki/mie/mie12.html,https://www.kankomie.or.jp/spot/detail_3980.html,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
34.2172444,136.3466595,三重県,北牟婁郡紀北町,24543,紀伊長島マンボウ,https://www.michi-no-eki.jp/stations/view/607,http://www.cbr.mlit.go.jp/michinoeki/mie/mie13.html,http://www.za.ztv.ne.jp/manbou/,,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
34.8445672,136.1709955,三重県,伊賀市,24216,あやま,https://www.michi-no-eki.jp/stations/view/608,http://www.cbr.mlit.go.jp/michinoeki/mie/mie14.html,http://www.michinoeki-ayama.jp/,,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1
34.8371363,136.2534017,三重県,伊賀市,24216,いが,https://www.michi-no-eki.jp/stations/view/609,http://www.cbr.mlit.go.jp/michinoeki/mie/mie15.html,http://www.anzen-kameyama.jp/original.html#02,,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1
34.7967069,136.5179906,三重県,津市,24201,津かわげ,https://www.michi-no-eki.jp/stations/view/9741,http://www.cbr.mlit.go.jp/michinoeki/mie/mie16.html,http://www.tsukawage.com/,http://www.cbr.mlit.go.jp/michinoeki/pdf/kawage.pdf,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
33.878939,136.092541,三重県,熊野市,24212,熊野・花の窟,https://www.michi-no-eki.jp/stations/view/11979,http://www.cbr.mlit.go.jp/michinoeki/mie/mie17.html,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
33.876518,135.915236,三重県,熊野市,24212,熊野・板屋 九郎兵衛の里,https://www.michi-no-eki.jp/stations/view/14179,http://www.cbr.mlit.go.jp/michinoeki/mie/mie18.pdf,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
34.9277903,136.2956751,滋賀県,甲賀市,25209,あいの土山,https://www.michi-no-eki.jp/stations/view/624,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/ainotsuchiyama.html,http://www.ainotutiyama.co.jp/,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
35.3510891,135.9156479,滋賀県,高島市,25212,くつき新本陣,https://www.michi-no-eki.jp/stations/view/625,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/kutsukishinhonjin.html,http://www.zb.ztv.ne.jp/kutsuki-sinhonjin/index.html,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
35.3504496,136.0670325,滋賀県,高島市,25212,しんあさひ風車村,https://www.michi-no-eki.jp/stations/view/626,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/shinasahi.html,http://www.city.takashima.lg.jp/www/contents/1459467509397/index.html,,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1
35.1097186,136.2587666,滋賀県,東近江市,25213,東近江市あいとうマーガレットステーション,https://www.michi-no-eki.jp/stations/view/627,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/margueritestation.html,http://www.aito-ms.or.jp/,,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1
35.1246283,135.9281834,滋賀県,大津市,25201,びわ湖大橋米プラザ,https://www.michi-no-eki.jp/stations/view/628,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/biwakoohishikomeplaza.html,http://www.umino-eki.jp/biwakoohashi/index.html,,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1
35.3432724,136.2777302,滋賀県,米原市,25214,近江母の郷,https://www.michi-no-eki.jp/stations/view/629,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/omihahanosato.html,http://www.omihahanosato.jp/,,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1
34.9683823,136.0391198,滋賀県,栗東市,25208,こんぜの里りっとう,https://www.michi-no-eki.jp/stations/view/630,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/konzenosatorittou.html,http://ritto-konze-no-sato.or.jp/,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
35.4450126,136.190765,滋賀県,長浜市,25203,湖北みずどりステーション,https://www.michi-no-eki.jp/stations/view/631,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/kohokumizudoristation.html,http://www.mizudori-st.co.jp,,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1
35.0700321,135.9392505,滋賀県,草津市,25206,草津,https://www.michi-no-eki.jp/stations/view/632,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/kusatsu.html,http://www.karasuma.co.jp/,,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1
35.085777,136.079297,滋賀県,蒲生郡竜王町,25384,竜王かがみの里,https://www.michi-no-eki.jp/stations/view/633,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/ryuoukagaminosato.html,http://www.rmc.ne.jp/kagaminosato/,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1
35.0387341,136.0015367,滋賀県,栗東市,25208,アグリの郷栗東,https://www.michi-no-eki.jp/stations/view/634,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/agurinosatorittou.html,http://www.agurinosato.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1
35.481102,136.0830386,滋賀県,高島市,25212,マキノ追坂峠,https://www.michi-no-eki.jp/stations/view/635,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/makinoossakatouge.html,http://www.ossaka-touge.com/,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
35.3261987,136.0300086,滋賀県,高島市,25212,藤樹の里あどがわ,https://www.michi-no-eki.jp/stations/view/636,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/adogawa.html,http://adogawa.net/,,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1
35.3968414,136.3709852,滋賀県,米原市,25214,伊吹の里,https://www.michi-no-eki.jp/stations/view/637,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/ibukinosato.html,http://www.city.maibara.lg.jp/0000001621.html,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1
35.5205935,136.162805,滋賀県,長浜市,25203,塩津海道あぢかまの里,https://www.michi-no-eki.jp/stations/view/638,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/adikama.html,http://www.koti.jp/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
35.2018443,136.2755566,滋賀県,犬上郡甲良町,25442,せせらぎの里こうら,https://www.michi-no-eki.jp/stations/view/639,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/seseraginosato.html,http://www.m-koura.jp/,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
35.1598017,135.9015502,滋賀県,大津市,25201,妹子の郷,https://www.michi-no-eki.jp/stations/view/640,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/imokonosato.html,http://www.imokonosato.com/,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
35.105711,136.371792,滋賀県,東近江市,25213,奥永源寺渓流の里,https://www.michi-no-eki.jp/stations/view/641,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/okueigenji.html,http://www.okueigenji-keiryunosato.com/,,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1
35.0436549,136.1452664,滋賀県,蒲生郡竜王町,25384,アグリパーク竜王,https://www.michi-no-eki.jp/stations/view/7995,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/aguriparkryuou.html,http://www.biwa.ne.jp/~aguri-p/,,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1
35.4300512,136.3054291,滋賀県,長浜市,25203,浅井三姉妹の郷,https://www.michi-no-eki.jp/stations/view/9742,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/shiga/azaisansimai.html,http://azai3-st.jp/,,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
35.6746353,135.2910882,京都府,与謝郡伊根町,26463,舟屋の里伊根,https://www.michi-no-eki.jp/stations/view/642,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/funayanosatoine.html,http://www.funaya.org/,,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1
35.4815585,135.0936255,京都府,与謝郡与謝野町,26465,シルクのまち かや,https://www.michi-no-eki.jp/stations/view/643,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/silknomachikaya.html,,,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
35.7390035,135.1052393,京都府,京丹後市,26212,てんきてんき丹後,https://www.michi-no-eki.jp/stations/view/644,http://www.kkr.mlit.go.jp/road/michi_no_eki/contents/kyoto/tenkitenkitango.html,http://tenkitenki-mura.jp/,,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
